planned_run,run_id,condition,feature_id,requested_ids,passed_ids,pass_percent
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-009,2,1,50.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-010,3,3,100.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-011,2,1,50.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-012,2,1,50.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-013,2,1,50.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-014,2,2,100.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-015,1,0,0.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-016,3,2,66.66666666666667
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-017,2,1,50.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-018,3,3,100.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-019,3,3,100.0
normal-005,4fec6537-4704-46a5-a732-8ea312b2551c,normal,F-020,4,3,75.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-001,4,4,100.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-002,4,2,50.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-003,2,0,0.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-004,3,2,66.66666666666667
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-005,2,1,50.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-006,6,6,100.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-007,3,1,33.333333333333336
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-008,4,2,50.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-009,2,1,50.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-010,3,2,66.66666666666667
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-011,2,2,100.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-012,2,1,50.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-013,2,1,50.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-014,2,1,50.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-015,1,0,0.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-016,3,1,33.333333333333336
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-017,2,0,0.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-018,3,3,100.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-019,3,3,100.0
normal-006,bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal,F-020,4,4,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-001,4,4,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-002,4,3,75.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-003,2,2,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-004,3,1,33.333333333333336
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-005,2,2,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-006,6,6,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-007,3,0,0.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-008,4,2,50.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-009,2,2,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-010,3,2,66.66666666666667
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-011,2,1,50.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-012,2,1,50.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-013,2,1,50.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-014,2,2,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-015,1,0,0.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-016,3,1,33.333333333333336
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-017,2,0,0.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-018,3,3,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-019,3,3,100.0
normal-007,09dbcec8-c9c3-49ec-921c-766894607e07,normal,F-020,4,4,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-001,4,4,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-002,4,3,75.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-003,2,2,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-004,3,2,66.66666666666667
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-005,2,1,50.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-006,6,6,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-007,3,1,33.333333333333336
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-008,4,2,50.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-009,2,2,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-010,3,2,66.66666666666667
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-011,2,1,50.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-012,2,2,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-013,2,1,50.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-014,2,2,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-015,1,0,0.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-016,3,1,33.333333333333336
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-017,2,0,0.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-018,3,3,100.0
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-019,3,2,66.66666666666667
normal-008,cc1ad56e-0db0-4187-8d1d-9e89552abe92,normal,F-020,4,3,75.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-001,4,4,100.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-002,4,3,75.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-003,2,2,100.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-004,3,2,66.66666666666667
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-005,2,1,50.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-006,6,6,100.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-007,3,0,0.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-008,4,2,50.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-009,2,1,50.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-010,3,3,100.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-011,2,2,100.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-012,2,1,50.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-013,2,1,50.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-014,2,2,100.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-015,1,0,0.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-016,3,1,33.333333333333336
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-017,2,0,0.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-018,3,3,100.0
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-019,3,2,66.66666666666667
normal-009,b8bb85c7-e468-42ff-ad70-e10746737b87,normal,F-020,4,3,75.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-001,4,4,100.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-002,4,4,100.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-003,2,1,50.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-004,3,1,33.333333333333336
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-005,2,2,100.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-006,6,5,83.33333333333333
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-007,3,0,0.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-008,4,2,50.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-009,2,2,100.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-010,3,3,100.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-011,2,2,100.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-012,2,1,50.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-013,2,1,50.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-014,2,1,50.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-015,1,0,0.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-016,3,1,33.333333333333336
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-017,2,0,0.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-018,3,3,100.0
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-019,3,2,66.66666666666667
normal-010,ba9b31f3-7a29-4fad-ac2d-bba3bac61a0f,normal,F-020,4,4,100.0
