run_id,batch,condition,model_id,feature_id,feature_title,ids,passed_ids,recorded_pass_rate,business_assertion_reached,prerequisite_blocked,evaluation_unresolved
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,3,75.0,4,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-003,申請書の新規作成,2,2,100.0,2,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-004,申請内容の入力・編集,3,1,33.333333333333336,3,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-005,申請の下書き保存,2,2,100.0,2,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0,7,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-007,申請一覧表示,3,3,100.0,3,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-008,申請の検索・絞り込み,4,4,100.0,4,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-009,申請詳細表示,2,2,100.0,2,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-010,承認者による承認処理,3,3,100.0,3,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-011,承認者による差し戻し処理,2,2,100.0,2,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-012,申請者による申請取り消し,2,2,100.0,2,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-013,申請ステータス管理（遷移定義）,2,1,50.0,1,0,1
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-014,メール通知,2,2,100.0,2,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-015,承認履歴表示,1,0,0.0,0,0,1
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-016,CSVエクスポート,3,2,66.66666666666667,3,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-017,ダッシュボード,2,1,50.0,2,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0,3,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-019,パスワード変更,3,3,100.0,3,0,0
6a301665-ffc6-40e3-918a-d7fad37e8d29,previous,normal,muse-spark-1.2-contributor,F-020,システム設定（管理者機能）,4,4,100.0,4,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-001,ユーザー登録,4,0,0.0,0,0,4
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,3,75.0,3,1,1
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-003,申請書の新規作成,2,2,100.0,2,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-004,申請内容の入力・編集,3,2,66.66666666666667,3,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-005,申請の下書き保存,2,1,50.0,2,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-006,申請の提出（申請番号採番・承認者決定）,6,3,50.0,7,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-007,申請一覧表示,3,3,100.0,3,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-008,申請の検索・絞り込み,4,4,100.0,4,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-009,申請詳細表示,2,1,50.0,1,1,1
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-010,承認者による承認処理,3,2,66.66666666666667,2,0,1
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-011,承認者による差し戻し処理,2,0,0.0,0,0,2
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-012,申請者による申請取り消し,2,0,0.0,1,0,1
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-013,申請ステータス管理（遷移定義）,2,0,0.0,0,0,2
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-014,メール通知,2,0,0.0,1,0,1
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-015,承認履歴表示,1,0,0.0,0,0,1
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-016,CSVエクスポート,3,2,66.66666666666667,3,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-017,ダッシュボード,2,2,100.0,2,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-018,ユーザー一覧・編集（管理者機能）,3,2,66.66666666666667,2,1,1
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-019,パスワード変更,3,2,66.66666666666667,3,0,0
11440dd4-c70f-466e-b37a-96376727430e,previous,anti,muse-spark-1.2-contributor,F-020,システム設定（管理者機能）,4,4,100.0,4,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-001,ユーザー登録,4,4,100.0,4,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,3,75.0,4,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-003,申請書の新規作成,2,1,50.0,2,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-004,申請内容の入力・編集,3,2,66.66666666666667,3,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-005,申請の下書き保存,2,2,100.0,2,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-006,申請の提出（申請番号採番・承認者決定）,6,3,50.0,7,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-007,申請一覧表示,3,0,0.0,0,3,3
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-008,申請の検索・絞り込み,4,2,50.0,2,2,2
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-009,申請詳細表示,2,1,50.0,2,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-010,承認者による承認処理,3,1,33.333333333333336,1,0,2
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-011,承認者による差し戻し処理,2,0,0.0,0,0,2
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-012,申請者による申請取り消し,2,0,0.0,1,0,1
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-013,申請ステータス管理（遷移定義）,2,0,0.0,0,0,2
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-014,メール通知,2,0,0.0,1,0,1
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-015,承認履歴表示,1,0,0.0,0,0,1
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-016,CSVエクスポート,3,1,33.333333333333336,1,2,2
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-017,ダッシュボード,2,0,0.0,0,1,2
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0,3,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-019,パスワード変更,3,2,66.66666666666667,3,0,0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,previous,anti,muse-spark-1.2-contributor,F-020,システム設定（管理者機能）,4,4,100.0,4,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-001,ユーザー登録,4,4,100.0,4,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,3,75.0,4,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-003,申請書の新規作成,2,0,0.0,0,0,2
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-004,申請内容の入力・編集,3,0,0.0,3,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-005,申請の下書き保存,2,2,100.0,2,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0,7,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-007,申請一覧表示,3,3,100.0,3,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-008,申請の検索・絞り込み,4,4,100.0,4,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-009,申請詳細表示,2,1,50.0,2,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-010,承認者による承認処理,3,2,66.66666666666667,3,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-011,承認者による差し戻し処理,2,1,50.0,2,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-012,申請者による申請取り消し,2,2,100.0,2,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-013,申請ステータス管理（遷移定義）,2,1,50.0,1,0,1
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-014,メール通知,2,2,100.0,2,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-015,承認履歴表示,1,0,0.0,0,0,1
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-016,CSVエクスポート,3,2,66.66666666666667,3,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-017,ダッシュボード,2,1,50.0,2,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0,3,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-019,パスワード変更,3,3,100.0,3,0,0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,previous,normal,muse-spark-1.2-contributor,F-020,システム設定（管理者機能）,4,2,50.0,2,0,2
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-001,ユーザー登録,4,2,50.0,4,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,1,25.0,2,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-003,申請書の新規作成,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-004,申請内容の入力・編集,3,0,0.0,0,3,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-005,申請の下書き保存,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-006,申請の提出（申請番号採番・承認者決定）,6,0,0.0,0,7,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-007,申請一覧表示,3,0,0.0,0,3,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-008,申請の検索・絞り込み,4,0,0.0,0,4,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-009,申請詳細表示,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-010,承認者による承認処理,3,0,0.0,0,3,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-011,承認者による差し戻し処理,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-012,申請者による申請取り消し,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-013,申請ステータス管理（遷移定義）,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-014,メール通知,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-015,承認履歴表示,1,0,0.0,0,1,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-016,CSVエクスポート,3,0,0.0,0,3,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-017,ダッシュボード,2,0,0.0,0,2,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-018,ユーザー一覧・編集（管理者機能）,3,0,0.0,0,3,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-019,パスワード変更,3,0,0.0,0,3,0
47b5dc69-6cad-48e4-9959-339ef37bccd4,previous,anti,muse-spark-1.2-contributor,F-020,システム設定（管理者機能）,4,0,0.0,0,4,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-001,ユーザー登録,4,4,100.0,4,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,3,75.0,4,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-003,申請書の新規作成,2,1,50.0,2,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-004,申請内容の入力・編集,3,1,33.333333333333336,3,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-005,申請の下書き保存,2,2,100.0,2,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0,7,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-007,申請一覧表示,3,3,100.0,3,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-008,申請の検索・絞り込み,4,3,75.0,4,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-009,申請詳細表示,2,2,100.0,2,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-010,承認者による承認処理,3,2,66.66666666666667,3,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-011,承認者による差し戻し処理,2,1,50.0,2,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-012,申請者による申請取り消し,2,2,100.0,2,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-013,申請ステータス管理（遷移定義）,2,1,50.0,1,0,1
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-014,メール通知,2,2,100.0,2,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-015,承認履歴表示,1,0,0.0,0,0,1
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-016,CSVエクスポート,3,2,66.66666666666667,3,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-017,ダッシュボード,2,0,0.0,2,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0,3,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-019,パスワード変更,3,3,100.0,3,0,0
833a4f06-b9c0-4a95-a03e-65dea5922e72,previous,normal,muse-spark-1.2-contributor,F-020,システム設定（管理者機能）,4,1,25.0,2,0,2
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-001,ユーザー登録,4,4,100.0,4,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,2,50.0,4,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-003,申請書の新規作成,2,0,0.0,0,0,2
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-004,申請内容の入力・編集,3,2,66.66666666666667,3,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-005,申請の下書き保存,2,1,50.0,1,0,1
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0,7,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-007,申請一覧表示,3,2,66.66666666666667,3,0,1
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-008,申請の検索・絞り込み,4,4,100.0,4,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-009,申請詳細表示,2,1,50.0,2,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-010,承認者による承認処理,3,3,100.0,3,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-011,承認者による差し戻し処理,2,1,50.0,2,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-012,申請者による申請取り消し,2,1,50.0,2,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-013,申請ステータス管理（遷移定義）,2,1,50.0,1,0,1
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-014,メール通知,2,2,100.0,2,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-015,承認履歴表示,1,0,0.0,0,0,1
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-016,CSVエクスポート,3,2,66.66666666666667,3,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-017,ダッシュボード,2,1,50.0,2,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0,3,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-019,パスワード変更,3,3,100.0,3,0,0
4fec6537-4704-46a5-a732-8ea312b2551c,previous,normal,muse-spark-1.2-contributor,F-020,システム設定（管理者機能）,4,3,75.0,4,0,0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,previous,anti,muse-spark-1.2-contributor,F-001,ユーザー登録,4,3,75.0,4,0,0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,previous,anti,muse-spark-1.2-contributor,F-002,ログイン・ログアウト,4,3,75.0,4,0,0
