run_id,phase,condition,experiment_version,score_version,submission_hash,end_reason,evaluation_attempt,evaluation_id,evaluation_kind,ledger_hash,manifest_hash,usage_hash,results_hash,validity_record_hash,validity_registry_hash,evaluation_validity,validity_reason,total_tokens,usage_complete,observed_tokens,denominator,passed,failed,blocked,errors,quality_percent,all_passed,evaluation_error,missing_reason,batch_id,evaluation_status,current_originals_available,restore_verified
b6b16b13-af18-4243-b38c-764481115357,pilot,normal,exp-001,,,environment_failure,,,,af3a9ce88bcafc1dd980a2ff918bc27bd737d6bd964eace1c416265577312c1e,ecff429aae2fffda5b19d89df55b72d9fa6da19d09f16a4631944d34dcca1ef2,a0d0d7cdab6e9526236b948992174551c7f715d678eb1888b9c90271fdc1b642,,,,pending,Missing evaluation validity evidence,,False,0,57,,,,,,,No evaluation selected,Gateway failed before model/worker start; usage incomplete; E2E not performed; quality null,pilot-preservation-002,not_performed_environment_failure,True,True
