run_id,planned_run,condition,feature_id,feature_title,ids,passed_ids,recorded_pass_rate
256a2bf5-a8db-4a43-81bc-17bc38eda0d3,anti-001,anti,F-020,システム設定（管理者機能）,4,4,100.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-001,ユーザー登録,4,0,0.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-002,ログイン・ログアウト,4,2,50.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-003,申請書の新規作成,2,1,50.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-004,申請内容の入力・編集,3,1,33.333333333333336
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-005,申請の下書き保存,2,2,100.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-007,申請一覧表示,3,0,0.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-008,申請の検索・絞り込み,4,3,75.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-009,申請詳細表示,2,0,0.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-010,承認者による承認処理,3,2,66.66666666666667
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-011,承認者による差し戻し処理,2,1,50.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-012,申請者による申請取り消し,2,2,100.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-013,申請ステータス管理（遷移定義）,2,1,50.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-014,メール通知,2,2,100.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-015,承認履歴表示,1,0,0.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-016,CSVエクスポート,3,1,33.333333333333336
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-017,ダッシュボード,2,0,0.0
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-018,ユーザー一覧・編集（管理者機能）,3,2,66.66666666666667
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-019,パスワード変更,3,2,66.66666666666667
daedcc21-8243-4234-8df7-945db1b684c0,normal-001,normal,F-020,システム設定（管理者機能）,4,3,75.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-001,ユーザー登録,4,4,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-002,ログイン・ログアウト,4,3,75.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-003,申請書の新規作成,2,2,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-004,申請内容の入力・編集,3,1,33.333333333333336
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-005,申請の下書き保存,2,2,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-007,申請一覧表示,3,3,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-008,申請の検索・絞り込み,4,4,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-009,申請詳細表示,2,2,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-010,承認者による承認処理,3,3,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-011,承認者による差し戻し処理,2,2,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-012,申請者による申請取り消し,2,2,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-013,申請ステータス管理（遷移定義）,2,1,50.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-014,メール通知,2,2,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-015,承認履歴表示,1,0,0.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-016,CSVエクスポート,3,2,66.66666666666667
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-017,ダッシュボード,2,1,50.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-019,パスワード変更,3,3,100.0
6a301665-ffc6-40e3-918a-d7fad37e8d29,normal-002,normal,F-020,システム設定（管理者機能）,4,4,100.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-001,ユーザー登録,4,0,0.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-002,ログイン・ログアウト,4,3,75.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-003,申請書の新規作成,2,2,100.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-004,申請内容の入力・編集,3,2,66.66666666666667
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-005,申請の下書き保存,2,1,50.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-006,申請の提出（申請番号採番・承認者決定）,6,3,50.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-007,申請一覧表示,3,3,100.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-008,申請の検索・絞り込み,4,4,100.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-009,申請詳細表示,2,1,50.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-010,承認者による承認処理,3,2,66.66666666666667
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-011,承認者による差し戻し処理,2,0,0.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-012,申請者による申請取り消し,2,0,0.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-013,申請ステータス管理（遷移定義）,2,0,0.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-014,メール通知,2,0,0.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-015,承認履歴表示,1,0,0.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-016,CSVエクスポート,3,2,66.66666666666667
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-017,ダッシュボード,2,2,100.0
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-018,ユーザー一覧・編集（管理者機能）,3,2,66.66666666666667
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-019,パスワード変更,3,2,66.66666666666667
11440dd4-c70f-466e-b37a-96376727430e,anti-002,anti,F-020,システム設定（管理者機能）,4,4,100.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-001,ユーザー登録,4,4,100.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-002,ログイン・ログアウト,4,3,75.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-003,申請書の新規作成,2,1,50.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-004,申請内容の入力・編集,3,2,66.66666666666667
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-005,申請の下書き保存,2,2,100.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-006,申請の提出（申請番号採番・承認者決定）,6,3,50.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-007,申請一覧表示,3,0,0.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-008,申請の検索・絞り込み,4,2,50.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-009,申請詳細表示,2,1,50.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-010,承認者による承認処理,3,1,33.333333333333336
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-011,承認者による差し戻し処理,2,0,0.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-012,申請者による申請取り消し,2,0,0.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-013,申請ステータス管理（遷移定義）,2,0,0.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-014,メール通知,2,0,0.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-015,承認履歴表示,1,0,0.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-016,CSVエクスポート,3,1,33.333333333333336
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-017,ダッシュボード,2,0,0.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-019,パスワード変更,3,2,66.66666666666667
9a8c5ff6-e5df-4b20-8646-cf11e16ed257,anti-003,anti,F-020,システム設定（管理者機能）,4,4,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-001,ユーザー登録,4,4,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-002,ログイン・ログアウト,4,3,75.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-003,申請書の新規作成,2,0,0.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-004,申請内容の入力・編集,3,0,0.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-005,申請の下書き保存,2,2,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-007,申請一覧表示,3,3,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-008,申請の検索・絞り込み,4,4,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-009,申請詳細表示,2,1,50.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-010,承認者による承認処理,3,2,66.66666666666667
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-011,承認者による差し戻し処理,2,1,50.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-012,申請者による申請取り消し,2,2,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-013,申請ステータス管理（遷移定義）,2,1,50.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-014,メール通知,2,2,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-015,承認履歴表示,1,0,0.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-016,CSVエクスポート,3,2,66.66666666666667
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-017,ダッシュボード,2,1,50.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-019,パスワード変更,3,3,100.0
cf27fbcf-5851-4bb9-8d56-b0fb385878e7,normal-003,normal,F-020,システム設定（管理者機能）,4,2,50.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-001,ユーザー登録,4,2,50.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-002,ログイン・ログアウト,4,1,25.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-003,申請書の新規作成,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-004,申請内容の入力・編集,3,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-005,申請の下書き保存,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-006,申請の提出（申請番号採番・承認者決定）,6,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-007,申請一覧表示,3,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-008,申請の検索・絞り込み,4,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-009,申請詳細表示,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-010,承認者による承認処理,3,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-011,承認者による差し戻し処理,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-012,申請者による申請取り消し,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-013,申請ステータス管理（遷移定義）,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-014,メール通知,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-015,承認履歴表示,1,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-016,CSVエクスポート,3,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-017,ダッシュボード,2,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-018,ユーザー一覧・編集（管理者機能）,3,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-019,パスワード変更,3,0,0.0
47b5dc69-6cad-48e4-9959-339ef37bccd4,anti-004,anti,F-020,システム設定（管理者機能）,4,0,0.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-001,ユーザー登録,4,4,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-002,ログイン・ログアウト,4,3,75.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-003,申請書の新規作成,2,1,50.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-004,申請内容の入力・編集,3,1,33.333333333333336
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-005,申請の下書き保存,2,2,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-007,申請一覧表示,3,3,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-008,申請の検索・絞り込み,4,3,75.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-009,申請詳細表示,2,2,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-010,承認者による承認処理,3,2,66.66666666666667
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-011,承認者による差し戻し処理,2,1,50.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-012,申請者による申請取り消し,2,2,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-013,申請ステータス管理（遷移定義）,2,1,50.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-014,メール通知,2,2,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-015,承認履歴表示,1,0,0.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-016,CSVエクスポート,3,2,66.66666666666667
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-017,ダッシュボード,2,0,0.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-019,パスワード変更,3,3,100.0
833a4f06-b9c0-4a95-a03e-65dea5922e72,normal-004,normal,F-020,システム設定（管理者機能）,4,1,25.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-001,ユーザー登録,4,4,100.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-002,ログイン・ログアウト,4,2,50.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-003,申請書の新規作成,2,0,0.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-004,申請内容の入力・編集,3,2,66.66666666666667
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-005,申請の下書き保存,2,1,50.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-007,申請一覧表示,3,2,66.66666666666667
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-008,申請の検索・絞り込み,4,4,100.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-009,申請詳細表示,2,1,50.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-010,承認者による承認処理,3,3,100.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-011,承認者による差し戻し処理,2,1,50.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-012,申請者による申請取り消し,2,1,50.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-013,申請ステータス管理（遷移定義）,2,1,50.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-014,メール通知,2,2,100.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-015,承認履歴表示,1,0,0.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-016,CSVエクスポート,3,2,66.66666666666667
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-017,ダッシュボード,2,1,50.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-019,パスワード変更,3,3,100.0
4fec6537-4704-46a5-a732-8ea312b2551c,normal-005,normal,F-020,システム設定（管理者機能）,4,3,75.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-001,ユーザー登録,4,3,75.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-002,ログイン・ログアウト,4,3,75.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-003,申請書の新規作成,2,2,100.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-004,申請内容の入力・編集,3,1,33.333333333333336
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-005,申請の下書き保存,2,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-006,申請の提出（申請番号採番・承認者決定）,6,1,16.666666666666668
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-007,申請一覧表示,3,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-008,申請の検索・絞り込み,4,2,50.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-009,申請詳細表示,2,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-010,承認者による承認処理,3,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-011,承認者による差し戻し処理,2,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-012,申請者による申請取り消し,2,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-013,申請ステータス管理（遷移定義）,2,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-014,メール通知,2,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-015,承認履歴表示,1,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-016,CSVエクスポート,3,1,33.333333333333336
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-017,ダッシュボード,2,0,0.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-018,ユーザー一覧・編集（管理者機能）,3,1,33.333333333333336
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-019,パスワード変更,3,3,100.0
600f4ba8-acdf-42ae-99e7-c86b95372d7e,anti-005,anti,F-020,システム設定（管理者機能）,4,4,100.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-001,ユーザー登録,4,4,100.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-002,ログイン・ログアウト,4,2,50.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-003,申請書の新規作成,2,0,0.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-004,申請内容の入力・編集,3,2,66.66666666666667
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-005,申請の下書き保存,2,1,50.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-006,申請の提出（申請番号採番・承認者決定）,6,6,100.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-007,申請一覧表示,3,1,33.333333333333336
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-008,申請の検索・絞り込み,4,2,50.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-009,申請詳細表示,2,1,50.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-010,承認者による承認処理,3,2,66.66666666666667
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-011,承認者による差し戻し処理,2,2,100.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-012,申請者による申請取り消し,2,1,50.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-013,申請ステータス管理（遷移定義）,2,1,50.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-014,メール通知,2,1,50.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-015,承認履歴表示,1,0,0.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-016,CSVエクスポート,3,1,33.333333333333336
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-017,ダッシュボード,2,0,0.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-019,パスワード変更,3,3,100.0
bf51ba90-dc2c-4f70-85da-a9de5642d0a4,normal-006,normal,F-020,システム設定（管理者機能）,4,4,100.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-001,ユーザー登録,4,4,100.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-002,ログイン・ログアウト,4,3,75.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-003,申請書の新規作成,2,1,50.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-004,申請内容の入力・編集,3,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-005,申請の下書き保存,2,1,50.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-006,申請の提出（申請番号採番・承認者決定）,6,3,50.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-007,申請一覧表示,3,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-008,申請の検索・絞り込み,4,2,50.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-009,申請詳細表示,2,2,100.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-010,承認者による承認処理,3,2,66.66666666666667
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-011,承認者による差し戻し処理,2,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-012,申請者による申請取り消し,2,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-013,申請ステータス管理（遷移定義）,2,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-014,メール通知,2,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-015,承認履歴表示,1,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-016,CSVエクスポート,3,1,33.333333333333336
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-017,ダッシュボード,2,0,0.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-018,ユーザー一覧・編集（管理者機能）,3,3,100.0
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-019,パスワード変更,3,2,66.66666666666667
6af34679-56f4-46d3-96f9-270931c32699,anti-006,anti,F-020,システム設定（管理者機能）,4,2,50.0
