run_id,phase,condition,experiment_version,score_version,submission_hash,end_reason,elapsed_seconds,total_tokens,usage_complete,observed_request_count,quality_percent,all_passed,evaluation_status,evaluation_attempt_id,missing_reason,manifest_hash,usage_hash,adjudication_hash
250df4e7-f8f9-44cd-8324-db24e050962f,pilot,normal,exp-001,87b50d07cdcaae89ebc657ffc87ac860b5f0b3062a7d314c59ff19fdf3eca291,1f3a93ecf04706b45d1a17bc4a698a63d8fb1d02f82b92a1d5abf46ea415e8d6,agent_completed,1341.2404318879999,5798122,True,75,,,invalid_evaluation_registration_path,722b27ba-940d-4f6e-9f2d-a27094cdbceb,Quality unconfirmed: evaluator does not support permitted public self-registration; stopped at user-defined boundary,3abe24c9c5be44c369ac98bd9cdbfa4b8e5e487e60352850a9f1c8a2181e48e2,de6806fa9a46ef92888dd1f6ed1df92b96d2473202805ee84e43381f9e0bedce,0ca4d0b02f10c818a9a8f6ca4d8e51adf995ba57fdb52b1bd7f091718dc57eee
e849b8d9-60e2-464f-bea9-11d24134674f,pilot,anti,exp-001,87b50d07cdcaae89ebc657ffc87ac860b5f0b3062a7d314c59ff19fdf3eca291,774e742b0b3893517f3847bc9a92974a7664d1f8b9048dde1c64a246473d856c,agent_completed,1315.252799294,4754779,True,60,,,invalid_evaluation_registration_path,b228155a-fe0d-4bd7-9b85-81bf59934350,Quality unconfirmed: evaluator does not support permitted public self-registration; stopped at user-defined boundary,b8a0cdcfe7ac2d33d004bd88e9930b89a14e0f0f7e1682bcede8bdf187023803,04d0263a21b3175d3be97178c043973330f41f13035e480c82baedaf26e0ebb7,979966e890561a7ba423eb4515632b304126a6282c137c694e51f4add6a646ec
